XPK_Department,DEPT_ID,DEPT_NAME,LOCATION,XPK_Employee,FK_Department,EMP_ID,FIRST_NAME,LAST_NAME,SALARY,MANAGER_ID
10,10,Data & AI,Sao Paulo,423,10,423,Emp_423,Synthetic,8208,42
10,10,Data & AI,Sao Paulo,425,10,425,Emp_425,Synthetic,7828,42
10,10,Data & AI,Sao Paulo,428,10,428,Emp_428,Synthetic,8077,42
10,10,Data & AI,Sao Paulo,429,10,429,Emp_429,Synthetic,8371,42
10,10,Data & AI,Sao Paulo,432,10,432,Emp_432,Synthetic,7630,43
10,10,Data & AI,Sao Paulo,439,10,439,Emp_439,Synthetic,7215,43
10,10,Data & AI,Sao Paulo,441,10,441,Emp_441,Synthetic,7949,44
10,10,Data & AI,Sao Paulo,442,10,442,Emp_442,Synthetic,9370,44
10,10,Data & AI,Sao Paulo,448,10,448,Emp_448,Synthetic,8260,44
10,10,Data & AI,Sao Paulo,449,10,449,Emp_449,Synthetic,11870,44
10,10,Data & AI,Sao Paulo,459,10,459,Emp_459,Synthetic,11149,45
10,10,Data & AI,Sao Paulo,462,10,462,Emp_462,Synthetic,8289,46
10,10,Data & AI,Sao Paulo,465,10,465,Emp_465,Synthetic,9296,46
10,10,Data & AI,Sao Paulo,469,10,469,Emp_469,Synthetic,10554,46
10,10,Data & AI,Sao Paulo,475,10,475,Emp_475,Synthetic,11940,47
10,10,Data & AI,Sao Paulo,478,10,478,Emp_478,Synthetic,7073,47
10,10,Data & AI,Sao Paulo,483,10,483,Emp_483,Synthetic,7264,48
10,10,Data & AI,Sao Paulo,485,10,485,Emp_485,Synthetic,10997,48
10,10,Data & AI,Sao Paulo,490,10,490,Emp_490,Synthetic,7116,49
10,10,Data & AI,Sao Paulo,503,10,503,Emp_503,Synthetic,10444,
10,10,Data & AI,Sao Paulo,505,10,505,Emp_505,Synthetic,10855,
10,10,Data & AI,Sao Paulo,507,10,507,Emp_507,Synthetic,7599,
10,10,Data & AI,Sao Paulo,508,10,508,Emp_508,Synthetic,10128,
10,10,Data & AI,Sao Paulo,511,10,511,Emp_511,Synthetic,8407,51
10,10,Data & AI,Sao Paulo,512,10,512,Emp_512,Synthetic,10761,51
10,10,Data & AI,Sao Paulo,517,10,517,Emp_517,Synthetic,7319,51
10,10,Data & AI,Sao Paulo,520,10,520,Emp_520,Synthetic,9673,52
10,10,Data & AI,Sao Paulo,522,10,522,Emp_522,Synthetic,9140,52
10,10,Data & AI,Sao Paulo,524,10,524,Emp_524,Synthetic,7146,52
10,10,Data & AI,Sao Paulo,525,10,525,Emp_525,Synthetic,8427,52
10,10,Data & AI,Sao Paulo,527,10,527,Emp_527,Synthetic,11245,52
10,10,Data & AI,Sao Paulo,530,10,530,Emp_530,Synthetic,11744,53
10,10,Data & AI,Sao Paulo,531,10,531,Emp_531,Synthetic,10567,53
10,10,Data & AI,Sao Paulo,532,10,532,Emp_532,Synthetic,9844,53
10,10,Data & AI,Sao Paulo,535,10,535,Emp_535,Synthetic,10819,53
10,10,Data & AI,Sao Paulo,536,10,536,Emp_536,Synthetic,7556,53
10,10,Data & AI,Sao Paulo,537,10,537,Emp_537,Synthetic,8135,53
10,10,Data & AI,Sao Paulo,542,10,542,Emp_542,Synthetic,9051,54
10,10,Data & AI,Sao Paulo,546,10,546,Emp_546,Synthetic,7059,54
10,10,Data & AI,Sao Paulo,548,10,548,Emp_548,Synthetic,10402,54
10,10,Data & AI,Sao Paulo,550,10,550,Emp_550,Synthetic,10984,55
10,10,Data & AI,Sao Paulo,551,10,551,Emp_551,Synthetic,8972,55
10,10,Data & AI,Sao Paulo,553,10,553,Emp_553,Synthetic,9917,55
10,10,Data & AI,Sao Paulo,557,10,557,Emp_557,Synthetic,7879,55
10,10,Data & AI,Sao Paulo,558,10,558,Emp_558,Synthetic,11149,55
10,10,Data & AI,Sao Paulo,560,10,560,Emp_560,Synthetic,10242,56
10,10,Data & AI,Sao Paulo,565,10,565,Emp_565,Synthetic,7688,56
10,10,Data & AI,Sao Paulo,567,10,567,Emp_567,Synthetic,8132,56
10,10,Data & AI,Sao Paulo,569,10,569,Emp_569,Synthetic,7986,56
10,10,Data & AI,Sao Paulo,570,10,570,Emp_570,Synthetic,8855,57
10,10,Data & AI,Sao Paulo,573,10,573,Emp_573,Synthetic,8354,57
10,10,Data & AI,Sao Paulo,574,10,574,Emp_574,Synthetic,11960,57
10,10,Data & AI,Sao Paulo,575,10,575,Emp_575,Synthetic,11195,57
10,10,Data & AI,Sao Paulo,576,10,576,Emp_576,Synthetic,8897,57
10,10,Data & AI,Sao Paulo,584,10,584,Emp_584,Synthetic,7132,58
10,10,Data & AI,Sao Paulo,591,10,591,Emp_591,Synthetic,8181,59
10,10,Data & AI,Sao Paulo,593,10,593,Emp_593,Synthetic,7700,59
10,10,Data & AI,Sao Paulo,594,10,594,Emp_594,Synthetic,10445,59
10,10,Data & AI,Sao Paulo,595,10,595,Emp_595,Synthetic,9425,59
10,10,Data & AI,Sao Paulo,596,10,596,Emp_596,Synthetic,8415,59
10,10,Data & AI,Sao Paulo,609,10,609,Emp_609,Synthetic,9281,
10,10,Data & AI,Sao Paulo,610,10,610,Emp_610,Synthetic,11551,
10,10,Data & AI,Sao Paulo,615,10,615,Emp_615,Synthetic,7793,61
10,10,Data & AI,Sao Paulo,620,10,620,Emp_620,Synthetic,9692,62
10,10,Data & AI,Sao Paulo,622,10,622,Emp_622,Synthetic,11623,62
10,10,Data & AI,Sao Paulo,623,10,623,Emp_623,Synthetic,7227,62
10,10,Data & AI,Sao Paulo,625,10,625,Emp_625,Synthetic,10643,62
10,10,Data & AI,Sao Paulo,627,10,627,Emp_627,Synthetic,9386,62
10,10,Data & AI,Sao Paulo,628,10,628,Emp_628,Synthetic,9553,62
10,10,Data & AI,Sao Paulo,631,10,631,Emp_631,Synthetic,10700,63
10,10,Data & AI,Sao Paulo,632,10,632,Emp_632,Synthetic,11530,63
10,10,Data & AI,Sao Paulo,636,10,636,Emp_636,Synthetic,7079,63
10,10,Data & AI,Sao Paulo,638,10,638,Emp_638,Synthetic,9713,63
10,10,Data & AI,Sao Paulo,639,10,639,Emp_639,Synthetic,8969,63
10,10,Data & AI,Sao Paulo,640,10,640,Emp_640,Synthetic,7285,64
10,10,Data & AI,Sao Paulo,645,10,645,Emp_645,Synthetic,10599,64
10,10,Data & AI,Sao Paulo,647,10,647,Emp_647,Synthetic,9300,64
10,10,Data & AI,Sao Paulo,654,10,654,Emp_654,Synthetic,10506,65
10,10,Data & AI,Sao Paulo,655,10,655,Emp_655,Synthetic,10585,65
10,10,Data & AI,Sao Paulo,657,10,657,Emp_657,Synthetic,8182,65
10,10,Data & AI,Sao Paulo,662,10,662,Emp_662,Synthetic,8542,66
10,10,Data & AI,Sao Paulo,666,10,666,Emp_666,Synthetic,8627,66
10,10,Data & AI,Sao Paulo,667,10,667,Emp_667,Synthetic,11863,66
10,10,Data & AI,Sao Paulo,669,10,669,Emp_669,Synthetic,9596,66
10,10,Data & AI,Sao Paulo,672,10,672,Emp_672,Synthetic,11369,67
10,10,Data & AI,Sao Paulo,675,10,675,Emp_675,Synthetic,11365,67
10,10,Data & AI,Sao Paulo,678,10,678,Emp_678,Synthetic,7802,67
10,10,Data & AI,Sao Paulo,684,10,684,Emp_684,Synthetic,10541,68
10,10,Data & AI,Sao Paulo,687,10,687,Emp_687,Synthetic,9772,68
10,10,Data & AI,Sao Paulo,688,10,688,Emp_688,Synthetic,7671,68
10,10,Data & AI,Sao Paulo,692,10,692,Emp_692,Synthetic,11090,69
10,10,Data & AI,Sao Paulo,694,10,694,Emp_694,Synthetic,10235,69
10,10,Data & AI,Sao Paulo,698,10,698,Emp_698,Synthetic,7222,69
10,10,Data & AI,Sao Paulo,702,10,702,Emp_702,Synthetic,7715,
10,10,Data & AI,Sao Paulo,704,10,704,Emp_704,Synthetic,10606,
10,10,Data & AI,Sao Paulo,706,10,706,Emp_706,Synthetic,8157,
10,10,Data & AI,Sao Paulo,709,10,709,Emp_709,Synthetic,11195,
10,10,Data & AI,Sao Paulo,711,10,711,Emp_711,Synthetic,9760,71
10,10,Data & AI,Sao Paulo,716,10,716,Emp_716,Synthetic,8785,71
10,10,Data & AI,Sao Paulo,718,10,718,Emp_718,Synthetic,10349,71
10,10,Data & AI,Sao Paulo,722,10,722,Emp_722,Synthetic,10509,72
10,10,Data & AI,Sao Paulo,723,10,723,Emp_723,Synthetic,8157,72
10,10,Data & AI,Sao Paulo,731,10,731,Emp_731,Synthetic,11576,73
10,10,Data & AI,Sao Paulo,736,10,736,Emp_736,Synthetic,9467,73
10,10,Data & AI,Sao Paulo,738,10,738,Emp_738,Synthetic,11537,73
10,10,Data & AI,Sao Paulo,742,10,742,Emp_742,Synthetic,8959,74
10,10,Data & AI,Sao Paulo,744,10,744,Emp_744,Synthetic,8508,74
10,10,Data & AI,Sao Paulo,747,10,747,Emp_747,Synthetic,8074,74
10,10,Data & AI,Sao Paulo,751,10,751,Emp_751,Synthetic,8082,75
10,10,Data & AI,Sao Paulo,753,10,753,Emp_753,Synthetic,9108,75
10,10,Data & AI,Sao Paulo,759,10,759,Emp_759,Synthetic,10141,75
10,10,Data & AI,Sao Paulo,763,10,763,Emp_763,Synthetic,8806,76
10,10,Data & AI,Sao Paulo,764,10,764,Emp_764,Synthetic,9900,76
10,10,Data & AI,Sao Paulo,766,10,766,Emp_766,Synthetic,11037,76
10,10,Data & AI,Sao Paulo,768,10,768,Emp_768,Synthetic,7174,76
10,10,Data & AI,Sao Paulo,769,10,769,Emp_769,Synthetic,9231,76
10,10,Data & AI,Sao Paulo,775,10,775,Emp_775,Synthetic,7314,77
10,10,Data & AI,Sao Paulo,782,10,782,Emp_782,Synthetic,8249,78
10,10,Data & AI,Sao Paulo,783,10,783,Emp_783,Synthetic,7565,78
10,10,Data & AI,Sao Paulo,784,10,784,Emp_784,Synthetic,9197,78
10,10,Data & AI,Sao Paulo,786,10,786,Emp_786,Synthetic,11244,78
10,10,Data & AI,Sao Paulo,788,10,788,Emp_788,Synthetic,9117,78
10,10,Data & AI,Sao Paulo,798,10,798,Emp_798,Synthetic,8088,79
10,10,Data & AI,Sao Paulo,800,10,800,Emp_800,Synthetic,10627,
10,10,Data & AI,Sao Paulo,807,10,807,Emp_807,Synthetic,10069,
10,10,Data & AI,Sao Paulo,812,10,812,Emp_812,Synthetic,10279,81
10,10,Data & AI,Sao Paulo,814,10,814,Emp_814,Synthetic,8770,81
10,10,Data & AI,Sao Paulo,821,10,821,Emp_821,Synthetic,11192,82
10,10,Data & AI,Sao Paulo,824,10,824,Emp_824,Synthetic,7677,82
10,10,Data & AI,Sao Paulo,828,10,828,Emp_828,Synthetic,7768,82
10,10,Data & AI,Sao Paulo,831,10,831,Emp_831,Synthetic,9245,83
10,10,Data & AI,Sao Paulo,832,10,832,Emp_832,Synthetic,9084,83
10,10,Data & AI,Sao Paulo,836,10,836,Emp_836,Synthetic,11642,83
10,10,Data & AI,Sao Paulo,838,10,838,Emp_838,Synthetic,9997,83
10,10,Data & AI,Sao Paulo,839,10,839,Emp_839,Synthetic,8321,83
10,10,Data & AI,Sao Paulo,842,10,842,Emp_842,Synthetic,7310,84
10,10,Data & AI,Sao Paulo,843,10,843,Emp_843,Synthetic,10581,84
10,10,Data & AI,Sao Paulo,845,10,845,Emp_845,Synthetic,10595,84
10,10,Data & AI,Sao Paulo,852,10,852,Emp_852,Synthetic,10349,85
10,10,Data & AI,Sao Paulo,853,10,853,Emp_853,Synthetic,10395,85
10,10,Data & AI,Sao Paulo,856,10,856,Emp_856,Synthetic,9556,85
10,10,Data & AI,Sao Paulo,859,10,859,Emp_859,Synthetic,9387,85
10,10,Data & AI,Sao Paulo,863,10,863,Emp_863,Synthetic,11651,86
10,10,Data & AI,Sao Paulo,865,10,865,Emp_865,Synthetic,11113,86
10,10,Data & AI,Sao Paulo,869,10,869,Emp_869,Synthetic,7330,86
10,10,Data & AI,Sao Paulo,870,10,870,Emp_870,Synthetic,7479,87
10,10,Data & AI,Sao Paulo,880,10,880,Emp_880,Synthetic,9985,88
10,10,Data & AI,Sao Paulo,881,10,881,Emp_881,Synthetic,9732,88
10,10,Data & AI,Sao Paulo,884,10,884,Emp_884,Synthetic,10130,88
10,10,Data & AI,Sao Paulo,885,10,885,Emp_885,Synthetic,10694,88
10,10,Data & AI,Sao Paulo,887,10,887,Emp_887,Synthetic,11024,88
10,10,Data & AI,Sao Paulo,891,10,891,Emp_891,Synthetic,7824,89
10,10,Data & AI,Sao Paulo,892,10,892,Emp_892,Synthetic,9361,89
10,10,Data & AI,Sao Paulo,904,10,904,Emp_904,Synthetic,7671,
10,10,Data & AI,Sao Paulo,905,10,905,Emp_905,Synthetic,8894,
10,10,Data & AI,Sao Paulo,907,10,907,Emp_907,Synthetic,11203,
10,10,Data & AI,Sao Paulo,911,10,911,Emp_911,Synthetic,8566,91
10,10,Data & AI,Sao Paulo,912,10,912,Emp_912,Synthetic,7224,91
10,10,Data & AI,Sao Paulo,917,10,917,Emp_917,Synthetic,7001,91
10,10,Data & AI,Sao Paulo,920,10,920,Emp_920,Synthetic,8953,92
10,10,Data & AI,Sao Paulo,921,10,921,Emp_921,Synthetic,11837,92
10,10,Data & AI,Sao Paulo,923,10,923,Emp_923,Synthetic,7269,92
10,10,Data & AI,Sao Paulo,925,10,925,Emp_925,Synthetic,10720,92
10,10,Data & AI,Sao Paulo,927,10,927,Emp_927,Synthetic,11348,92
10,10,Data & AI,Sao Paulo,928,10,928,Emp_928,Synthetic,9662,92
10,10,Data & AI,Sao Paulo,929,10,929,Emp_929,Synthetic,7187,92
10,10,Data & AI,Sao Paulo,934,10,934,Emp_934,Synthetic,7905,93
10,10,Data & AI,Sao Paulo,939,10,939,Emp_939,Synthetic,9961,93
10,10,Data & AI,Sao Paulo,940,10,940,Emp_940,Synthetic,8832,94
10,10,Data & AI,Sao Paulo,945,10,945,Emp_945,Synthetic,11681,94
10,10,Data & AI,Sao Paulo,949,10,949,Emp_949,Synthetic,9858,94
10,10,Data & AI,Sao Paulo,953,10,953,Emp_953,Synthetic,9268,95
10,10,Data & AI,Sao Paulo,960,10,960,Emp_960,Synthetic,8109,96
10,10,Data & AI,Sao Paulo,961,10,961,Emp_961,Synthetic,8834,96
10,10,Data & AI,Sao Paulo,962,10,962,Emp_962,Synthetic,10883,96
10,10,Data & AI,Sao Paulo,963,10,963,Emp_963,Synthetic,7883,96
10,10,Data & AI,Sao Paulo,964,10,964,Emp_964,Synthetic,8293,96
10,10,Data & AI,Sao Paulo,967,10,967,Emp_967,Synthetic,9386,96
10,10,Data & AI,Sao Paulo,970,10,970,Emp_970,Synthetic,10174,97
10,10,Data & AI,Sao Paulo,971,10,971,Emp_971,Synthetic,9655,97
10,10,Data & AI,Sao Paulo,972,10,972,Emp_972,Synthetic,7275,97
10,10,Data & AI,Sao Paulo,976,10,976,Emp_976,Synthetic,9059,97
10,10,Data & AI,Sao Paulo,981,10,981,Emp_981,Synthetic,10383,98
10,10,Data & AI,Sao Paulo,985,10,985,Emp_985,Synthetic,8352,98
10,10,Data & AI,Sao Paulo,986,10,986,Emp_986,Synthetic,10475,98
10,10,Data & AI,Sao Paulo,991,10,991,Emp_991,Synthetic,10781,99
10,10,Data & AI,Sao Paulo,995,10,995,Emp_995,Synthetic,9770,99
10,10,Data & AI,Sao Paulo,998,10,998,Emp_998,Synthetic,9487,99
10,10,Data & AI,Sao Paulo,1000,10,1000,Emp_1000,Synthetic,10430,
10,10,Data & AI,Sao Paulo,1002,10,1002,Emp_1002,Synthetic,11934,
10,10,Data & AI,Sao Paulo,1004,10,1004,Emp_1004,Synthetic,10885,
10,10,Data & AI,Sao Paulo,1007,10,1007,Emp_1007,Synthetic,7589,
10,10,Data & AI,Sao Paulo,1010,10,1010,Emp_1010,Synthetic,10717,
10,10,Data & AI,Sao Paulo,1014,10,1014,Emp_1014,Synthetic,8875,101
10,10,Data & AI,Sao Paulo,1015,10,1015,Emp_1015,Synthetic,10529,101
10,10,Data & AI,Sao Paulo,1016,10,1016,Emp_1016,Synthetic,9805,101
